sim_time,zone_temp_c,pmv,site_electricity_j,cooling_setpoint_c,heating_setpoint_c,controller,note
117.0,23.99985292178875,-0.4083303690153734,10816.43639675529,24.0,20.0,baseline,fixed baseline schedule
118.0,24.000931583108994,-0.4164226095089154,6185.750088378455,24.0,20.0,baseline,fixed baseline schedule
119.05555555555556,24.62958233029338,-0.30413527334909024,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
120.0,24.001076576723257,-0.43692204018137054,5849.419340837011,24.0,20.0,baseline,fixed baseline schedule
121.05555555555556,24.586497821035604,-0.3398966700399624,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
122.0,24.001095699516156,-0.45750570537721597,5821.283553477707,24.0,20.0,baseline,fixed baseline schedule
123.05555555555556,24.484485232916967,-0.3742326071978681,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
124.0,24.000873416841642,-0.46621076506039405,5690.615187848059,24.0,20.0,baseline,fixed baseline schedule
125.08333333333333,24.467259950254636,-0.37116451005503304,2750.026812004039,24.0,20.0,baseline,fixed baseline schedule
126.08333333333333,23.999806877718687,-0.48734648265607033,7412.263525242895,24.0,20.0,baseline,fixed baseline schedule
127.04166666666667,24.000003820214463,-0.43969176985096736,9188.82141554689,24.0,20.0,baseline,fixed baseline schedule
128.04166666666666,23.999510073011184,-0.37579712197905013,16950.467428262422,24.0,20.0,baseline,fixed baseline schedule
129.05555555555554,23.99933233316199,-0.35785964127044356,17530.15004476365,24.0,20.0,baseline,fixed baseline schedule
130.04166666666666,23.999425636271326,-0.348136462859271,17812.478040892354,24.0,20.0,baseline,fixed baseline schedule
131.08333333333334,23.998932135359958,-0.34292864618937546,18202.688720904116,24.0,20.0,baseline,fixed baseline schedule
132.0,23.99875522668005,-0.3450725484164822,17478.32073619468,24.0,20.0,baseline,fixed baseline schedule
133.0,23.998154389151765,-0.3355234417090841,18634.223079537987,24.0,20.0,baseline,fixed baseline schedule
134.0,23.998222680634818,-0.33621949776326937,18899.36722787365,24.0,20.0,baseline,fixed baseline schedule
135.08333333333334,23.998922561009117,-0.33139096062475504,18912.03416623143,24.0,20.0,baseline,fixed baseline schedule
136.08333333333334,23.99879878053504,-0.32822047157395173,18916.94829310676,24.0,20.0,baseline,fixed baseline schedule
137.05555555555554,23.999735160905214,-0.359592147406408,13064.076682206518,24.0,20.0,baseline,fixed baseline schedule
138.04166666666666,23.999907691462063,-0.36991706313053213,10721.386079683954,24.0,20.0,baseline,fixed baseline schedule
139.04166666666666,23.999888221373393,-0.38096791088261917,8600.669734228544,24.0,20.0,baseline,fixed baseline schedule
140.05555555555554,23.999934448058497,-0.39525382796436476,9717.560789631705,24.0,20.0,baseline,fixed baseline schedule
141.08333333333334,23.999930080758514,-0.40029026912547006,9607.168529929326,24.0,20.0,baseline,fixed baseline schedule
142.08333333333334,24.700828736803736,-0.27207951778703815,5603.222623287558,24.0,20.0,baseline,fixed baseline schedule
143.0,23.999941210728487,-0.43148289351376157,5685.948969472844,24.0,20.0,baseline,fixed baseline schedule
144.08333333333334,24.393074839175874,-0.3520865740985664,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
145.0,24.644483055041192,-0.28721611338076086,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
146.08333333333334,24.043835643122122,-0.3993186000141533,5086.10692112981,24.0,20.0,baseline,fixed baseline schedule
147.0,24.001822425862496,-0.41537573762812663,5112.022232766214,24.0,20.0,baseline,fixed baseline schedule
148.0,24.000165303911714,-0.41799237002080586,5096.301154285117,24.0,20.0,baseline,fixed baseline schedule
149.08333333333334,24.280260891072434,-0.3696988519956117,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
150.0,23.999804092480467,-0.46889482385629255,6816.656654662156,24.0,20.0,baseline,fixed baseline schedule
151.08333333333334,23.999958624235624,-0.46472806586011967,6486.705412178639,24.0,20.0,baseline,fixed baseline schedule
152.04166666666666,23.999903145759465,-0.4557399243372722,8600.76592829312,24.0,20.0,baseline,fixed baseline schedule
153.04166666666666,23.99984010671091,-0.4685674891117454,8926.226754399619,24.0,20.0,baseline,fixed baseline schedule
154.05555555555554,23.9998694649512,-0.4831960453419621,8871.634199225442,24.0,20.0,baseline,fixed baseline schedule
155.04166666666666,23.999825509028884,-0.5011859656466686,9407.17876931011,24.0,20.0,baseline,fixed baseline schedule
156.08333333333334,23.999868871469342,-0.5413385756934973,7641.034297922695,24.0,20.0,baseline,fixed baseline schedule
157.05555555555554,23.999985764081273,-0.5472689504121787,7336.648900269485,24.0,20.0,baseline,fixed baseline schedule
158.04166666666666,23.999966420032404,-0.5486958400069188,7178.78126085314,24.0,20.0,baseline,fixed baseline schedule
159.08333333333334,23.999938075733837,-0.5551450476569917,7084.856820643572,24.0,20.0,baseline,fixed baseline schedule
160.08333333333334,23.999982954406004,-0.5492692275049502,6890.7561601966045,24.0,20.0,baseline,fixed baseline schedule
161.05555555555554,24.00002420361971,-0.5365736128310666,5671.785818294915,24.0,20.0,baseline,fixed baseline schedule
162.08333333333334,24.27546774836314,-0.4655838014655505,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
163.08333333333334,24.500916237696238,-0.41119161985454455,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
164.08333333333334,24.034030129577953,-0.503769568903775,5036.0034986006885,24.0,20.0,baseline,fixed baseline schedule
165.0,24.00182916684107,-0.5240665799138875,5039.671373983807,24.0,20.0,baseline,fixed baseline schedule
166.0,24.001954029750493,-0.5235218657384293,5015.703522420996,24.0,20.0,baseline,fixed baseline schedule
167.08333333333334,24.037914531519238,-0.5025104034169473,5000.716768573375,24.0,20.0,baseline,fixed baseline schedule
168.0,24.481801807319197,-0.40643001810624396,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
169.0,24.246058258495697,-0.44395915118855617,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
170.0,24.3373522270382,-0.38934515569388845,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
171.0,24.218294246228197,-0.3973516742341971,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
172.0,24.162314203345495,-0.4052400034479865,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
173.0,24.041991181174204,-0.43415411440842594,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
174.08333333333334,24.176880431241344,-0.40182440135087827,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
175.08333333333334,24.2672334668502,-0.360799751713162,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
176.05555555555554,24.39428812760427,-0.3108097220118632,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
177.04166666666666,24.273741217234715,-0.3475690288957609,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
178.04166666666666,24.01444799798137,-0.4006926429212775,2883.1174924952998,24.0,20.0,baseline,fixed baseline schedule
179.08333333333334,24.405675629265485,-0.3324916182779587,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
180.08333333333334,24.002582401858607,-0.422186220085311,2959.1566604312693,24.0,20.0,baseline,fixed baseline schedule
181.05555555555554,24.392279602467262,-0.35524551859106746,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
182.0,24.000718156341872,-0.4318762705181689,2923.3842332472063,24.0,20.0,baseline,fixed baseline schedule
183.08333333333334,24.449423044689205,-0.33402197201249206,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
184.0,24.00073820638914,-0.4186962849567451,2994.3378160559214,24.0,20.0,baseline,fixed baseline schedule
185.05555555555554,24.444666036305673,-0.32967680394457594,2625.035826241548,24.0,20.0,baseline,fixed baseline schedule
186.08333333333334,24.002267689974403,-0.41493635264445416,2968.9917141522496,24.0,20.0,baseline,fixed baseline schedule
187.08333333333334,24.412900198630286,-0.34950245359866083,1925.0187684040384,24.0,20.0,baseline,fixed baseline schedule
188.08333333333334,24.00247624509484,-0.43453949675492826,5189.190063203199,24.0,20.0,baseline,fixed baseline schedule
189.08333333333334,24.330852240798418,-0.35166209678974564,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
190.0,24.585783623007483,-0.2746148634986302,4228.018768404038,24.0,20.0,baseline,fixed baseline schedule
191.08333333333334,24.043194991692438,-0.37250930676820315,5157.870618111388,24.0,20.0,baseline,fixed baseline schedule
192.0,24.0020398699787,-0.39401693233787527,5709.468263189791,24.0,20.0,baseline,fixed baseline schedule
193.0,24.000244417914296,-0.4077683681391729,5658.301787376142,24.0,20.0,baseline,fixed baseline schedule
194.08333333333334,24.293336113095357,-0.3575545327951736,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
195.0,24.55281705161131,-0.3089205991165265,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
196.08333333333334,24.03816080640675,-0.4191868401349214,5625.517857306591,24.0,20.0,baseline,fixed baseline schedule
197.0,24.00172550615298,-0.4364141157753456,3605.233905538917,24.0,20.0,baseline,fixed baseline schedule
198.0,23.999840633645885,-0.4813837414937646,6797.737597880332,24.0,20.0,baseline,fixed baseline schedule
199.0,23.999898856958623,-0.4468980380607552,7784.542665036837,24.0,20.0,baseline,fixed baseline schedule
200.08333333333334,23.999174170380215,-0.3991579932650679,15159.603108386276,24.0,20.0,baseline,fixed baseline schedule
201.0,23.998589487647415,-0.4065032010223653,14796.646829274192,24.0,20.0,baseline,fixed baseline schedule
202.08333333333334,23.999124619104144,-0.41453693309205164,15029.313274770897,24.0,20.0,baseline,fixed baseline schedule
203.08333333333334,23.999130881452054,-0.41669572491044354,15234.679250446237,24.0,20.0,baseline,fixed baseline schedule
204.04166666666666,23.99967586919478,-0.42325692846326235,14418.918832946098,24.0,20.0,baseline,fixed baseline schedule
205.05555555555554,23.999328965564693,-0.41657931556411754,15454.46134391709,24.0,20.0,baseline,fixed baseline schedule
206.0,23.998697161361843,-0.4182664415309498,15619.209030371192,24.0,20.0,baseline,fixed baseline schedule
207.08333333333334,23.99913301861327,-0.42145537960205015,15645.099120771747,24.0,20.0,baseline,fixed baseline schedule
208.05555555555554,23.99936306102014,-0.42381158630095983,15513.246677002895,24.0,20.0,baseline,fixed baseline schedule
209.05555555555554,23.999791493180197,-0.4740964897095767,10118.560000972317,24.0,20.0,baseline,fixed baseline schedule
210.04166666666666,23.999882906510642,-0.5196761602348929,7760.193436956402,24.0,20.0,baseline,fixed baseline schedule
211.05555555555554,23.99992069520538,-0.5490920183602294,7284.487158343554,24.0,20.0,baseline,fixed baseline schedule
212.08333333333334,23.999920345634038,-0.5748195688616737,8673.761964475838,24.0,20.0,baseline,fixed baseline schedule
213.08333333333334,23.999995916744503,-0.5797145429004336,8425.296675452075,24.0,20.0,baseline,fixed baseline schedule
214.08333333333334,24.362073700613017,-0.49687800671070503,5053.026812004038,24.0,20.0,baseline,fixed baseline schedule
215.0,24.268555175520827,-0.5107119303503738,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
216.08333333333334,24.119583196453306,-0.5444396567664399,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
217.0,24.073018557517052,-0.5580359089199289,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
218.0,24.056689587104398,-0.5623292168993531,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
219.0,23.96107573523304,-0.5857636253359432,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
220.0,23.925901906676284,-0.5988499976378318,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
221.08333333333334,23.94410000199992,-0.5931074290953865,2750.026812004039,24.0,20.0,baseline,fixed baseline schedule
222.08333333333334,23.99996402108972,-0.5927531748318465,5742.240778360141,24.0,20.0,baseline,fixed baseline schedule
223.05555555555554,24.00001217988205,-0.5441064921408233,6818.137987570844,24.0,20.0,baseline,fixed baseline schedule
224.05555555555554,23.999634812960096,-0.4587516608881629,14352.734776662657,24.0,20.0,baseline,fixed baseline schedule
225.08333333333334,23.999366941478772,-0.43046716979616495,14895.500971935551,24.0,20.0,baseline,fixed baseline schedule
226.0,23.998934754072298,-0.41538541906759674,15279.167623346253,24.0,20.0,baseline,fixed baseline schedule
227.0,23.99869019177424,-0.4100342770638213,15221.0126963492,24.0,20.0,baseline,fixed baseline schedule
228.0,23.999169422357873,-0.4075192886253571,14324.56484620308,24.0,20.0,baseline,fixed baseline schedule
229.08333333333334,23.99912811724463,-0.39177480461636527,15785.375471512343,24.0,20.0,baseline,fixed baseline schedule
230.0,23.99863235398102,-0.391681273384361,15792.305986245723,24.0,20.0,baseline,fixed baseline schedule
231.08333333333334,23.999238621717172,-0.3852104382695504,15696.07249712183,24.0,20.0,baseline,fixed baseline schedule
232.08333333333334,23.999085099327047,-0.38312474720241063,15235.406857977472,24.0,20.0,baseline,fixed baseline schedule
233.0,23.999641966866598,-0.41940676007335403,9693.733847244237,24.0,20.0,baseline,fixed baseline schedule
234.08333333333334,23.999906702025726,-0.4457708897571121,7554.696043931839,24.0,20.0,baseline,fixed baseline schedule
235.0,23.99988721667551,-0.45657747674366983,7509.592533718151,24.0,20.0,baseline,fixed baseline schedule
236.0,23.999917939832482,-0.45748748518577326,9025.142499225394,24.0,20.0,baseline,fixed baseline schedule
237.0,23.999946076686275,-0.4534321763486655,8987.312526764505,24.0,20.0,baseline,fixed baseline schedule
238.08333333333334,24.292114463562157,-0.4002054504364789,5053.026812004038,24.0,20.0,baseline,fixed baseline schedule
239.0,24.461175195971606,-0.3632305790371716,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
240.0,24.381160603939705,-0.3841304565542856,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
241.0,24.000360046288403,-0.4626611987916832,5572.372145354851,24.0,20.0,baseline,fixed baseline schedule
242.0,24.48133852129564,-0.3423806423120721,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
243.0,24.4829297558075,-0.3205996641299139,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
244.0,24.46462399018037,-0.311201702931863,4778.024130804039,24.0,20.0,baseline,fixed baseline schedule
245.0,24.4808562602027,-0.2959820078415162,2750.026812004039,24.0,20.0,baseline,fixed baseline schedule
246.0,23.999932972507516,-0.45630327452788905,6282.92420255447,24.0,20.0,baseline,fixed baseline schedule
247.08333333333334,23.999929725064703,-0.44203118969464317,7329.059062293067,24.0,20.0,baseline,fixed baseline schedule
248.0,23.998740924371,-0.4030551142071504,14856.24903486939,24.0,20.0,baseline,fixed baseline schedule
249.0,23.998696200532255,-0.3969921277341155,14952.452604047134,24.0,20.0,baseline,fixed baseline schedule
250.0,23.99867859006869,-0.3938364073804082,15140.225779297685,24.0,20.0,baseline,fixed baseline schedule
251.08333333333334,23.999170769072364,-0.38468910585566657,15339.096553949657,24.0,20.0,baseline,fixed baseline schedule
252.08333333333334,23.99939223104736,-0.3814149973924513,14734.153993134742,24.0,20.0,baseline,fixed baseline schedule
253.08333333333334,23.999052430759782,-0.3714095252027004,15800.029986191563,24.0,20.0,baseline,fixed baseline schedule
254.0,23.99854772753076,-0.3693296170980853,15966.164621301514,24.0,20.0,baseline,fixed baseline schedule
